Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),616,0.67,38296,https://gpu.userbenchmark.com/SpeedTest/7699/IntelR-HD-Graphics
GPU,,AMD,Radeon HD 6310,617,0.67,13006,https://gpu.userbenchmark.com/SpeedTest/7807/AMD-Radeon-HD-6310-Graphics
GPU,,Nvidia,GeForce 7800 GS,618,0.66,41,https://gpu.userbenchmark.com/SpeedTest/11875/NVIDIA-GeForce-7800-GS
GPU,,Nvidia,GeForce 8500 GT,619,0.66,4617,https://gpu.userbenchmark.com/SpeedTest/7777/NVIDIA-GeForce-8500-GT
GPU,,Nvidia,ION,620,0.65,1633,https://gpu.userbenchmark.com/SpeedTest/7884/NVIDIA-ION
GPU,,AMD,Radeon HD 7310,621,0.65,7836,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics
GPU,,ATI,Radeon HD 3450,622,0.64,4640,https://gpu.userbenchmark.com/SpeedTest/7779/ATI-Radeon-HD-3450---Dell-Optiplex
GPU,,Nvidia,Quadro FX 570,623,0.64,1367,https://gpu.userbenchmark.com/SpeedTest/8189/NVIDIA-Quadro-FX-570
GPU,,Nvidia,GeForce 8400M GT,624,0.64,371,https://gpu.userbenchmark.com/SpeedTest/10523/NVIDIA-GeForce-8400M-GT
GPU,,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),625,0.64,16172,https://gpu.userbenchmark.com/SpeedTest/7702/IntelR-HD-Graphics
GPU,,ATI,Mobility Radeon HD 3400,626,0.62,6569,https://gpu.userbenchmark.com/SpeedTest/8480/ATI-Mobility-Radeon-HD-3400
GPU,,ATI,Radeon HD 3300,627,0.62,911,https://gpu.userbenchmark.com/SpeedTest/7899/ATI-Radeon-HD-3300-Graphics
GPU,,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),628,0.62,89802,https://gpu.userbenchmark.com/SpeedTest/7698/IntelR-HD-Graphics
GPU,,Nvidia,GeForce G105M,629,0.61,2388,https://gpu.userbenchmark.com/SpeedTest/8400/NVIDIA-GeForce-G105M
GPU,,Intel,Q45/Q43 Express Chipset,630,0.58,15736,https://gpu.userbenchmark.com/SpeedTest/8195/IntelR-Q45Q43-Express-Chipset
GPU,,Intel,G45/G43 Express Chipset,631,0.57,6510,https://gpu.userbenchmark.com/SpeedTest/7728/IntelR-G45G43-Express-Chipset
GPU,,AMD,Radeon HD 6250M,632,0.57,47,https://gpu.userbenchmark.com/SpeedTest/13446/AMD-Radeon-HD-6250M
GPU,,Nvidia,Quadro FX 1500,633,0.57,499,https://gpu.userbenchmark.com/SpeedTest/11831/NVIDIA-Quadro-FX-1500
GPU,,ATI,Radeon HD 2400-PRO,634,0.56,2936,https://gpu.userbenchmark.com/SpeedTest/8931/ATI-Radeon-HD-2400-PRO
GPU,,Nvidia,Quadro NVS 290,635,0.56,1546,https://gpu.userbenchmark.com/SpeedTest/8083/NVIDIA-Quadro-NVS-290
GPU,,Intel,G41 Express Chipset,636,0.56,31162,https://gpu.userbenchmark.com/SpeedTest/7732/IntelR-G41-Express-Chipset
GPU,,Nvidia,Quadro NVS 140M,637,0.55,885,https://gpu.userbenchmark.com/SpeedTest/7946/NVIDIA-Quadro-NVS-140M
GPU,,Nvidia,GeForce 9300M GS,638,0.54,2046,https://gpu.userbenchmark.com/SpeedTest/7759/NVIDIA-GeForce-9300M-GS
GPU,,Nvidia,Quadro NVS 160M,639,0.53,1471,https://gpu.userbenchmark.com/SpeedTest/8249/NVIDIA-Quadro-NVS-160M
GPU,,Nvidia,GeForce 7600 GS,640,0.53,1213,https://gpu.userbenchmark.com/SpeedTest/11979/NVIDIA-GeForce-7600-GS
GPU,,AMD,Radeon HD 6290,641,0.52,2401,https://gpu.userbenchmark.com/SpeedTest/7803/AMD-Radeon-HD-6290-Graphics
GPU,,Intel,4 Series Internal Chipset,642,0.49,991,https://gpu.userbenchmark.com/SpeedTest/9993/IntelR-4-Series-Internal-Chipset
GPU,,Nvidia,GeForce 8400M GS,643,0.49,2312,https://gpu.userbenchmark.com/SpeedTest/8560/NVIDIA-GeForce-8400M-GS
GPU,,Nvidia,GeForce 9200M GS,644,0.49,1060,https://gpu.userbenchmark.com/SpeedTest/9090/NVIDIA-GeForce-9200M-GS
GPU,,Nvidia,Quadro NVS 450,645,0.49,584,https://gpu.userbenchmark.com/SpeedTest/7791/NVIDIA-Quadro-NVS-450
GPU,,AMD,Radeon HD 6250,646,0.49,1598,https://gpu.userbenchmark.com/SpeedTest/8472/AMD-Radeon-HD-6250-Graphics
GPU,,Nvidia,GeForce 9300 GS,647,0.48,442,https://gpu.userbenchmark.com/SpeedTest/10867/NVIDIA-GeForce-9300-GS
GPU,,Intel,HD Graphics (Arrandale 0.667/0.766 GHz),648,0.48,94280,https://gpu.userbenchmark.com/SpeedTest/7694/IntelR-HD-Graphics
GPU,,AMD,Radeon X1650,649,0.48,727,https://gpu.userbenchmark.com/SpeedTest/10866/Radeon-X1650
GPU,,Nvidia,GeForce 8200,650,0.47,1024,https://gpu.userbenchmark.com/SpeedTest/11915/NVIDIA-GeForce-8200
GPU,,ATI,FirePro 2260,651,0.45,368,https://gpu.userbenchmark.com/SpeedTest/9852/ATI-FirePro-2260
GPU,,Intel,Mobile Series 4 Express Chipset Family,652,0.45,25180,https://gpu.userbenchmark.com/SpeedTest/7651/Mobile-IntelR-4-Series-Express-Chipset-Family
GPU,,ATI,Mobility Radeon HD 2400,653,0.43,633,https://gpu.userbenchmark.com/SpeedTest/8548/ATI-Mobility-Radeon-HD-2400
GPU,,ATI,Radeon 3100 Graphics,654,0.42,1219,https://gpu.userbenchmark.com/SpeedTest/9910/ATI-Radeon-3100-Graphics
GPU,,AMD,Radeon X1600,655,0.4,1015,https://gpu.userbenchmark.com/SpeedTest/9407/Radeon-X1600-Series
GPU,,Nvidia,Quadro FX 3450/4000 SDI,656,0.37,416,https://gpu.userbenchmark.com/SpeedTest/13072/NVIDIA-Quadro-FX-34504000-SDI
GPU,,Nvidia,GeForce Go 7600,657,0.37,396,https://gpu.userbenchmark.com/SpeedTest/7872/NVIDIA-GeForce-Go-7600
GPU,,Nvidia,GeForce 7300 GT,658,0.35,1545,https://gpu.userbenchmark.com/SpeedTest/8156/NVIDIA-GeForce-7300-GT
GPU,,ATI,Mobility Radeon X1600,659,0.33,428,https://gpu.userbenchmark.com/SpeedTest/8748/ATI-Mobility-Radeon-X1600
GPU,,Nvidia,GeForce 6600 GT,660,0.32,578,https://gpu.userbenchmark.com/SpeedTest/8656/NVIDIA-GeForce-6600-GT
GPU,,ATI,MOBILITY FireGL V5250,661,0.31,43,https://gpu.userbenchmark.com/SpeedTest/8385/ATI-MOBILITY-FireGL-V5250
GPU,,Nvidia,GeForce 8400M G,662,0.3,305,https://gpu.userbenchmark.com/SpeedTest/9009/NVIDIA-GeForce-8400M-G
GPU,,Nvidia,Quadro NVS 135M,663,0.3,600,https://gpu.userbenchmark.com/SpeedTest/7758/NVIDIA-Quadro-NVS-135M
GPU,,Nvidia,GeForce 8200M G,664,0.3,1353,https://gpu.userbenchmark.com/SpeedTest/7912/NVIDIA-GeForce-8200M-G
GPU,,Nvidia,GeForce 6600,665,0.22,965,https://gpu.userbenchmark.com/SpeedTest/8606/NVIDIA-GeForce-6600
GPU,,Nvidia,GeForce 7300 GS,666,0.18,932,https://gpu.userbenchmark.com/SpeedTest/7782/NVIDIA-GeForce-7300-GS
GPU,,AMD,Radeon X1300,667,0.18,1436,https://gpu.userbenchmark.com/SpeedTest/9011/Radeon-X1300X1550-Series
GPU,,Nvidia,GeForce Go 7400,668,0.17,410,https://gpu.userbenchmark.com/SpeedTest/8618/NVIDIA-GeForce-Go-7400
GPU,,AMD,Radeon X1550,669,0.16,754,https://gpu.userbenchmark.com/SpeedTest/11538/Radeon-X1550-64-bit
GPU,,ATI,Mobility Radeon X2300,670,0.15,386,https://gpu.userbenchmark.com/SpeedTest/8306/ATI-Mobility-Radeon-X2300
GPU,,Nvidia,GeForce 7300 LE,671,0.15,1556,https://gpu.userbenchmark.com/SpeedTest/7971/NVIDIA-GeForce-7300-LE
GPU,,ATI,Mobility Radeon X1400,672,0.13,467,https://gpu.userbenchmark.com/SpeedTest/7829/ATI-Mobility-Radeon-X1400
GPU,,Nvidia,GeForce Go 7300,673,0.13,580,https://gpu.userbenchmark.com/SpeedTest/7778/NVIDIA-GeForce-Go-7300
GPU,,ATI,Mobility Radeon X1300,674,0.13,358,https://gpu.userbenchmark.com/SpeedTest/11505/ATI-Mobility-Radeon-X1300
GPU,,Nvidia,Quadro NVS 440,675,0.11,105,https://gpu.userbenchmark.com/SpeedTest/10103/NVIDIA-Quadro-NVS-440
GPU,,Nvidia,GeForce 7100 GS,676,0.07,814,https://gpu.userbenchmark.com/SpeedTest/11594/NVIDIA-GeForce-7100-GS
GPU,,Nvidia,GeForce 7300 SE,677,0.07,2613,https://gpu.userbenchmark.com/SpeedTest/8767/NVIDIA-GeForce-7300-SE7200-GS
GPU,,Nvidia,GeForce 7100 / nForce 630i,678,0.07,1219,https://gpu.userbenchmark.com/SpeedTest/8642/NVIDIA-GeForce-7100--NVIDIA-nForce-630i
GPU,,Nvidia,GeForce 6200,679,0.06,1771,https://gpu.userbenchmark.com/SpeedTest/9463/NVIDIA-GeForce-6200
GPU,,Nvidia,GeForce 6150,680,0.06,1044,https://gpu.userbenchmark.com/SpeedTest/10968/NVIDIA-GeForce-6150
GPU,,Nvidia,GeForce 7025 / nForce 630a,681,0.06,7730,https://gpu.userbenchmark.com/SpeedTest/9258/NVIDIA-GeForce-7025--NVIDIA-nForce-630a
GPU,,Nvidia,GeForce 6100,682,0.06,904,https://gpu.userbenchmark.com/SpeedTest/9213/NVIDIA-GeForce-6100
GPU,,Nvidia,GeForce 6150SE nForce 430,683,0.05,6584,https://gpu.userbenchmark.com/SpeedTest/7763/NVIDIA-GeForce-6150SE-nForce-430
GPU,,Nvidia,GeForce 7150M / nForce 630M,684,0.05,388,https://gpu.userbenchmark.com/SpeedTest/10312/NVIDIA-GeForce-7150M--nForce-630M
GPU,,Intel,Graphics Media Accelerator 3150,685,0,0,https://gpu.userbenchmark.com/SpeedTest/7678/IntelR-Graphics-Media-Accelerator-3150
